id,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,daded,nodaded,momed,nomomed,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,work76,work78,lwage76,lwage78,famed,black,smsa76r,smsa78r,reg76r,reg78r,reg80r,smsa66r,wage76,wage78,wage80,noint78,noint80,enroll76,enroll78,enroll80,kww,iq,marsta76,marsta78,marsta80,libcrd14,exp76
3746,1,1,1,0,15,12,28,13,0,12,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.50279005,6.3630281,2,0,1,1,0,0,0,1,667,667,1106,0,0,1,1,1,39,108,1,1,5,0,7
3747,1,1,1,0,10,9,25,8,0,8,0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.70378247,,8,0,1,,0,,,1,300,,,1,1,0,,,36,93,6,,,1,9
3750,1,1,1,0,16,15,30,14,0,12,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.54678541,,2,0,1,1,0,0,0,1,697,,1190,0,0,0,0,0,38,119,1,1,1,0,8
3752,1,1,1,0,14,12,33,12,0,12,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.08221891,6.03193866,3,0,0,0,0,0,0,1,438,479,583,0,0,0,0,0,35,94,1,1,1,1,13
3754,1,1,1,0,13,9,25,9,0,11,0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.52941884,6.71670004,7,0,1,1,0,0,0,1,685,950,1500,0,0,0,1,0,23,68,1,1,1,0,6
3756,1,1,1,0,14,11,26,7,0,6,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.02586597,6.44916454,8,0,1,1,0,0,0,1,414,727,1200,0,0,0,0,0,27,103,1,1,1,1,6
3757,1,1,1,0,12,10,25,11,0,14,0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.62140565,,6,0,1,1,0,0,0,1,751,,,0,0,0,0,0,33,104,1,1,1,1,7
3758,1,1,1,0,13,11,26,16,0,16,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.44241771,,1,0,1,1,0,0,0,1,231,,350,0,0,0,0,0,36,119,6,6,6,1,7
3762,1,1,1,0,16,15,29,17,0,14,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.22455843,6.24543246,1,0,1,1,0,0,0,1,505,593,797,0,0,0,0,0,36,90,1,1,1,1,7
3763,1,1,1,0,16,15,30,15,0,12,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.39692966,,2,0,0,1,0,0,0,1,600,,,0,0,0,0,0,44,129,1,1,1,1,8
3764,1,1,1,0,18,17,33,18,0,15,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.17701877,,1,0,1,1,0,0,0,1,1309,,1846,0,0,0,0,0,48,,1,1,1,1,9
3765,1,1,1,0,18,17,32,9.94,1,18,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.96413561,7.06513057,4,0,1,1,0,0,0,1,1058,1346,,0,0,0,0,0,49,125,1,1,1,1,8
3766,1,1,1,0,15,14,32,13,0,11,0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.44094654,6.48695581,5,0,1,1,0,0,0,1,627,755,866,0,0,1,0,0,37,100,1,1,1,1,11
3767,0,1,1,0,16,13,33,3,0,8,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.95654544,,8,0,1,,0,,,1,1050,,,1,1,0,,,40,112,1,,,1,11
3768,0,1,1,0,12,10,26,12,0,12,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,3,0,1,1,0,0,0,1,,,,0,0,0,0,0,31,103,6,6,6,0,8
3770,0,1,1,0,18,16,32,12,0,16,0,92010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.89060912,6.94781176,2,0,0,0,0,0,0,1,983,1197,1370,0,0,0,0,0,50,128,1,1,1,1,8
3771,0,1,1,0,13,12,34,8,0,12,0,139101,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,5.47700916,6,1,0,1,0,0,0,1,,275,360,0,0,0,0,0,44,110,6,6,6,1,15
3773,0,1,1,0,18,17,34,16,0,13,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.15617664,,1,0,1,1,0,0,0,1,1282,,,0,0,0,0,0,47,84,1,1,1,1,10
3774,0,1,1,0,12,9,26,12,0,12,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.70686234,6.77794367,3,0,1,1,0,0,0,1,818,1010,1270,0,0,0,0,0,40,84,1,1,1,0,8
3775,0,1,1,0,17,9,24,16,0,16,0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.2146081,,1,0,1,1,0,0,0,1,500,,,0,0,1,0,0,31,120,6,1,1,1,1
3777,0,1,1,0,12,12,32,12,0,8,0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.57925121,6.62412297,5,0,1,1,0,0,0,1,720,866,1831,0,0,0,0,0,38,97,4,4,4,1,14
3778,0,1,1,0,12,12,29,7,0,12,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.28785856,6.3940269,6,0,1,1,0,0,0,1,538,688,909,0,0,0,0,0,34,102,4,4,1,1,11
3779,0,1,1,0,17,17,34,8,0,12,0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.84374995,6.92926148,6,0,0,0,0,0,0,1,938,1175,1346,0,0,0,0,0,49,,1,1,1,1,11
3780,0,1,1,0,17,15,31,8,0,14,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6,0,1,1,0,0,0,1,,,,0,0,1,0,0,38,119,1,1,1,1,8
3782,0,1,1,0,11,9,25,8,0,9,0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.70378247,,8,0,1,,0,,,1,300,,,1,1,0,,,26,91,1,,,0,8
3783,0,1,1,0,11,8,32,2,0,1,0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.66057515,6.69111229,8,0,0,0,0,0,0,1,781,926,1101,0,0,1,0,0,31,,1,1,1,0,15
3784,0,1,1,0,8,8,34,3,0,2,0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.47697236,6.37198339,8,0,0,0,0,0,0,1,650,673,375,0,0,0,0,0,33,,4,1,1,0,20
3785,0,1,1,0,18,13,29,12,0,12,0,509782,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.90374726,6.99672127,3,0,1,1,0,0,0,0,996,1257,1747,0,0,0,0,0,41,131,1,1,1,1,5
3786,0,1,1,0,17,13,28,12,0,12,0,390229,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.36647045,6.37346817,3,0,1,1,0,0,0,1,582,674,846,0,0,0,0,1,37,107,1,1,1,1,5
3787,0,1,1,0,16,10,26,12,0,12,0,390229,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.44241771,5.87883127,3,0,1,1,0,0,0,1,231,411,520,0,0,0,0,0,23,126,1,1,1,1,4
3788,0,1,1,0,16,9,25,12,0,12,0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.28971557,6.33412875,3,0,0,0,0,0,0,1,539,648,808,0,0,0,0,0,32,107,1,1,1,1,3
3791,0,1,1,0,16,16,32,9.94,1,12,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4,0,1,1,0,0,0,1,,,2137,0,0,0,0,0,45,108,1,1,1,1,10
3792,0,1,1,0,15,12,34,8,0,8,0,139101,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6.44254017,6.66374332,8,1,1,1,0,0,0,1,628,901,692,0,0,0,0,0,49,92,1,1,1,1,13
3793,0,1,1,0,12,12,28,9.94,1,10.25,1,97090,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.51323011,6.52973615,9,1,1,1,0,0,0,1,674,788,1028,0,0,0,0,0,30,,1,1,1,1,10
3794,0,1,1,0,16,12,27,12,0,12,0,95189,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.44241771,6.05668219,3,0,1,1,0,0,0,1,231,491,551,0,0,0,0,0,32,92,1,1,1,1,5
3795,0,1,1,0,18,14,29,12,0,12,0,124352,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.57368017,6.59006213,3,0,1,1,0,0,0,1,716,837,1039,0,0,0,0,0,40,119,1,1,1,1,5
3798,1,1,1,0,13,8,24,12,0,12,0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.65599181,5.92169498,3,0,1,1,0,0,0,1,286,429,722,0,0,0,1,0,32,,6,1,1,1,5
3799,1,1,1,0,15,11,26,12,0,12,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.2146081,6.63446194,3,0,1,1,0,0,0,1,500,875,1563,0,0,0,0,0,41,76,1,1,1,1,5
3800,1,1,1,0,16,12,27,9.94,1,10.25,1,432678,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,5.74300319,6.08479649,9,0,1,1,0,0,1,1,312,505,889,0,0,0,0,0,40,,6,6,6,1,5
3804,1,1,1,0,11,9,25,10,0,10,0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.29831737,,7,0,1,1,0,0,,1,200,,,0,1,0,0,,24,107,6,6,,1,8
3806,1,1,1,0,15,13,32,12,0,12,0,92010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,3,0,1,1,0,0,0,1,,,931,0,0,0,0,0,40,108,1,5,4,1,11
3808,1,1,1,0,12,8,24,12,0,11,0,92535,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,6.48031126,5,0,1,1,0,0,0,1,,750,,0,0,0,0,0,21,,1,1,2,1,6
3809,1,1,1,0,16,12,33,12,0,9,0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.00850518,6.95198017,5,0,1,1,0,0,0,1,1106,1202,1339,0,0,0,0,0,,111,1,1,1,1,11
3810,1,1,1,0,12,11,29,11,0,11,0,565236,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.36818719,6.99113689,7,0,1,1,0,0,0,1,583,1250,1889,0,0,1,1,0,25,92,1,1,1,1,11
3812,1,1,1,0,16,14,30,8,0,12,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.00141488,6.29798971,6,0,1,1,0,0,0,1,404,625,812,0,0,0,0,0,46,115,6,1,1,1,8
3813,1,1,1,0,13,10,25,12,0,10.25,1,378554,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.42648846,6.4695873,5,0,1,1,0,0,0,1,618,742,815,0,0,1,0,0,37,114,1,1,1,0,6
3815,1,1,1,0,16,12,27,10,0,12,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.62401751,,6,0,1,,0,,0,1,277,,505,1,0,0,,0,41,123,1,,1,1,5
3816,1,1,1,0,17,10,25,12,0,11,0,378554,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,6.86901445,6.62412297,5,0,1,1,1,0,,1,962,866,,0,1,0,0,,32,107,1,1,,1,2
3817,1,1,1,0,15,14,30,12,0,12,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.53958596,6.45738376,3,0,1,1,0,0,0,1,692,733,385,0,0,1,0,0,47,107,1,1,1,1,9
3818,1,1,1,0,12,11,28,8,0,12,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.33327963,6.21808032,6,0,1,1,0,1,1,1,563,577,550,0,0,0,1,1,43,105,1,5,1,1,10
3821,1,1,1,0,8,8,33,3,0,5,0,418230,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7.19743535,6.65258249,8,0,1,1,0,0,,1,1336,891,,0,1,0,0,,40,,1,1,,0,19
3822,1,1,1,0,14,14,31,12,0,12,0,508712,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.51174533,6.44087719,3,0,1,1,0,0,0,1,673,721,866,0,0,0,0,0,44,111,1,1,1,0,11
3823,1,1,1,0,16,12,32,9.94,1,11,0,376407,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.75227038,6.83378108,9,0,0,1,0,1,1,1,856,1068,,0,0,0,0,0,41,107,1,1,1,1,10
3824,1,1,1,0,16,13,32,8,0,4,0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.56068163,5.94245697,8,0,1,1,0,0,0,1,260,438,498,0,0,1,0,0,40,117,6,1,1,1,10
3825,1,1,1,0,15,11,28,8,0,4,0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.35437004,6.3630281,8,0,1,1,0,0,0,1,575,667,900,0,0,0,0,1,42,116,1,1,1,1,7
3828,1,1,1,0,13,9,24,2,0,8,0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.43935037,6.17015634,8,0,1,1,0,0,0,1,626,550,1400,0,0,0,0,0,40,108,1,1,1,0,5
3830,1,1,1,0,12,12,32,12,0,12,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.27447956,7.06513057,3,0,1,1,0,0,0,1,1443,1346,1442,0,0,0,0,0,47,115,1,1,1,0,14
3831,1,1,1,0,14,13,28,6,0,11,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.81711116,5.56402053,8,0,0,0,0,0,0,1,336,300,500,0,0,0,0,0,31,101,1,4,1,1,8
3832,1,1,1,0,12,11,27,6,0,11,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.35784227,6.34334541,8,0,1,1,0,0,0,1,577,654,370,0,0,0,0,0,30,98,1,1,1,1,9
3836,1,1,1,0,13,8,24,8,0,12,0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.1737861,6.18817484,6,0,1,1,0,0,0,1,480,560,1000,0,0,0,1,0,30,,1,1,1,1,5
3837,1,1,1,0,15,13,28,16,0,0,0,399926,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.52146092,5.56402053,5,0,1,1,0,0,0,1,250,300,420,0,0,0,0,0,42,87,1,1,1,1,7
3840,0,1,1,0,11,8,24,12,0,9,0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.1717006,6.56096917,5,0,1,1,0,0,0,1,479,813,875,0,0,0,0,0,27,,1,1,1,1,7
3841,0,1,1,0,16,13,33,12,0,12,0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,3,0,1,1,0,0,0,1,,,,0,0,0,0,0,43,100,1,1,1,1,11
3842,0,1,1,0,15,15,34,9.94,1,10.25,1,376407,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.94505106,6.9112275,9,0,1,1,0,0,0,1,1038,1154,1538,0,0,0,1,0,43,95,1,1,1,1,13
3843,0,1,1,0,18,17,33,13,0,12,0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.99393298,,2,0,1,1,0,0,0,1,1090,,1385,0,0,0,0,0,48,114,1,1,1,1,9
3845,0,1,1,0,18,11,26,12,0,12,0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.13556489,5.87395321,3,0,1,1,0,0,0,1,462,409,528,0,0,0,0,0,40,116,1,1,1,1,2
3846,0,1,1,0,12,12,32,9.94,1,12,0,376407,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.43775165,6.48031126,4,0,0,0,0,0,0,1,625,750,881,0,0,0,0,0,41,90,1,1,1,1,14
3847,0,1,1,0,16,9,25,5,0,8,0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.70563909,6.75693239,8,0,1,1,0,0,0,1,817,989,1202,0,0,0,0,0,38,115,1,1,4,1,3
3848,0,1,1,0,0,0,25,12,0,9,0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,5,0,1,1,0,0,0,1,,,,0,0,0,0,0,,,6,6,6,0,19
3849,0,1,1,0,14,12,28,17,0,4,0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.88887796,6.19706379,5,0,1,1,0,0,0,1,361,565,,0,0,0,0,0,40,113,1,1,1,1,8
3852,0,1,1,0,12,12,27,12,0,12,0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.768321,5.68032099,3,0,1,0,0,0,0,1,320,337,600,0,0,1,0,0,35,87,1,1,1,0,9
3854,0,1,1,0,8,8,33,7,0,4,0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,5.52666475,8,0,0,0,0,0,0,1,,289,364,0,0,0,0,0,15,,6,6,6,0,19
3855,0,1,1,0,16,11,32,7,0,12,0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.84932478,6.99113689,6,0,1,1,0,0,0,1,347,1250,1394,0,0,1,1,1,32,91,4,4,6,1,10
3856,1,0,0,0,12,11,30,9.94,1,10.25,1,565236,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.7580945,6.37346817,9,0,1,1,0,0,,1,861,674,,0,1,0,0,,39,86,4,1,,1,12
3858,1,0,0,0,10,9,26,2,0,2,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.64190707,4.83005136,8,0,1,1,0,0,0,1,282,144,400,0,0,0,0,0,16,90,1,1,1,1,10
3859,1,0,0,0,12,9,24,17,0,14,0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.54965074,6.51567841,1,0,1,1,0,0,0,1,699,777,1026,0,0,0,0,0,33,125,5,1,1,0,6
3860,1,0,0,0,12,9,24,11,0,10,0,378554,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,6.42162227,6.34792208,7,0,1,1,0,0,0,1,615,657,860,0,0,0,0,1,26,107,1,1,1,1,6
3863,1,0,0,0,11,9,25,8,0,12,0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.07073773,6.29798971,6,0,0,1,0,0,0,1,433,625,654,0,0,0,0,0,35,88,6,6,6,1,8
3865,1,1,1,0,16,10,25,12,0,12,0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.28039584,6.25716771,3,0,1,1,0,0,,1,534,600,,0,1,0,0,,28,117,6,6,,1,3
3867,1,1,1,0,16,10,26,12,0,12,0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.43775165,6.61600698,3,0,1,1,0,1,0,1,625,859,1106,0,0,0,0,0,31,92,6,6,1,1,4
3869,1,1,1,0,18,11,26,10,0,12,0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.35784227,6.39982401,6,0,1,1,0,0,0,1,577,692,1122,0,0,0,0,0,43,122,4,1,1,1,2
3870,1,1,1,0,12,9,24,10,0,12,0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.73696696,6.79755214,6,0,1,1,0,0,0,1,843,1030,1212,0,0,0,0,0,26,98,6,6,6,1,6
3871,1,1,1,0,12,12,31,8,0,9,0,147046,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,8,0,1,1,0,0,0,1,,,,0,0,0,0,0,30,93,6,6,6,1,13
3874,1,1,1,0,16,11,26,12,0,12,0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.00141488,6.02565591,3,0,1,1,0,0,0,1,404,476,635,0,0,0,0,0,45,123,1,1,1,1,4
3877,1,1,1,0,18,11,27,9.94,1,14,0,95189,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,5.36149627,4,0,0,0,0,0,0,1,,245,400,0,0,0,0,0,42,133,6,6,6,1,3
3879,1,1,1,0,15,13,32,9.94,1,12,0,92010,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6.315358,6.17559606,4,0,1,1,0,0,0,1,553,553,837,0,0,0,0,0,40,,1,1,1,1,11
3880,1,1,1,0,18,15,31,18,0,12,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.92165818,,2,0,1,1,0,0,0,1,1014,,,0,0,0,0,0,45,116,1,4,4,1,7
3883,1,1,1,0,16,13,29,8,0,4,0,601550,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.78382518,5.83404767,8,0,1,1,0,0,0,1,325,393,337,0,0,0,0,0,44,114,6,1,1,1,7
3884,1,1,1,0,16,12,27,13,0,12,0,95189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,4.84384468,2,0,1,1,0,0,0,1,,146,231,0,0,0,1,0,31,120,1,1,1,1,5
3885,1,1,1,0,15,12,30,12,0,8,0,147046,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.64768837,6.62412297,5,0,1,1,0,0,0,1,771,866,924,0,0,0,0,0,34,91,1,1,1,1,9
3887,1,1,1,0,14,9,24,12,0,13,0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.55108034,6.76799334,2,0,1,1,0,0,0,1,700,1000,,0,0,0,0,0,28,125,1,1,1,1,4
3888,1,1,1,0,12,11,26,11,0,12,0,95189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6,0,1,1,0,0,0,1,,,,0,0,0,0,0,31,120,1,1,1,0,8
3889,1,1,1,0,17,9,24,13,0,7,0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.30627529,6.60429724,5,0,1,1,0,0,0,1,548,849,1155,0,0,1,0,0,42,126,6,6,6,1,1
3890,1,1,1,0,16,10,26,0,0,5,0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.43775165,6.09071951,8,0,1,1,0,0,0,1,625,508,769,0,0,0,0,0,43,101,6,1,1,1,4
3891,1,1,1,0,16,12,28,12,0,7,0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.8145429,6.63902296,5,0,1,1,0,0,,1,911,879,,0,1,0,0,,33,101,1,1,,0,6
3892,0,1,1,0,16,14,31,12,0,10.25,1,508712,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,5,0,0,0,0,0,0,1,,,,0,0,0,0,0,44,127,1,1,1,1,9
3895,0,1,1,0,12,12,33,16,0,16,0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.61338422,6.55108034,1,0,1,1,0,0,0,1,745,805,,0,0,0,0,0,44,116,1,1,1,1,15
3896,0,1,1,0,12,9,24,12,0,12,0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.51323011,6.17015634,3,0,0,1,0,0,0,1,674,550,900,0,0,0,0,0,18,103,1,5,1,0,6
3897,0,0,0,0,16,13,28,12,0,12,0,390229,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.70563909,6.75389441,3,0,0,0,0,0,0,1,817,986,1189,0,0,0,0,0,49,113,1,1,1,0,6
3899,1,1,1,0,15,9,25,9.94,1,10,0,420616,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6.64639051,7.13471762,9,0,1,0,0,0,0,1,770,1443,1619,0,0,0,0,0,42,111,1,1,1,1,4
3900,1,1,1,0,15,12,27,8,0,9,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.58892648,6.8167835,8,0,1,1,0,0,0,1,727,1050,1081,0,0,0,0,0,38,116,1,1,1,1,6
3901,1,1,1,0,17,10,26,8,0,9,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,8,0,0,0,0,0,0,1,,,,0,0,1,0,1,40,107,6,6,6,1,3
3902,1,1,1,0,12,8,24,8,0,9,0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.50128967,7.09441524,8,0,1,1,0,0,0,1,666,1386,1248,0,0,0,0,0,25,,1,1,1,1,6
3903,1,1,1,0,14,12,27,9.94,1,12,0,389410,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,6.53378884,7.26390835,4,0,1,1,0,0,,1,688,1642,,0,1,0,0,,32,94,1,1,,1,7
3906,1,1,1,0,14,10,26,16,0,13,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.32793678,6.30595788,1,0,1,1,0,0,0,1,560,630,,0,0,1,0,1,38,108,6,6,6,1,6
3907,1,1,1,0,16,13,29,16,0,14,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,0,1,1,0,0,,1,,,,0,1,0,0,,37,132,6,6,,1,7
3908,1,1,1,0,16,13,28,13,0,14,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.2146081,6.50532903,1,0,1,1,0,0,0,1,500,769,,0,0,0,1,0,42,123,1,1,1,1,6
3910,1,1,1,0,15,14,31,9.94,1,16,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4,0,1,,0,,0,1,,,,1,0,0,,0,45,125,1,,1,1,10
3911,1,1,1,0,16,13,28,9.94,1,16,0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,6.62412297,4,0,1,1,0,0,0,1,,866,,0,0,0,0,0,42,114,6,6,6,1,6
3912,1,1,1,0,14,12,28,9.94,1,10.25,1,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.50727771,6.74267553,9,0,1,1,0,0,0,1,670,975,1202,0,0,0,0,0,42,,6,6,6,1,8
3914,1,1,1,0,14,12,27,12,0,12,0,432678,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,6.4422632,3,0,1,1,0,0,,1,,722,,0,1,0,0,,35,97,1,1,,1,7
3915,1,1,1,0,12,10,34,9,0,9,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.86901445,,7,0,1,1,0,0,0,1,962,,,0,0,0,0,0,36,,1,1,1,1,16
3916,1,1,1,0,15,13,29,12,0,12,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,3,0,1,1,0,0,0,1,,,,0,0,0,0,0,32,106,4,4,4,0,8
3917,1,1,1,0,14,12,28,14,0,15,0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,0,1,,0,,,1,,,,1,1,0,,,36,119,6,,,1,8
3918,1,1,1,0,16,12,28,9.94,1,12,0,389410,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,6.58755001,6.74982937,4,0,1,1,0,0,0,1,726,982,1843,0,0,0,0,0,38,109,1,1,1,1,6
3922,1,1,1,0,16,12,31,12,0,16,0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,2,0,0,0,0,0,0,1,,,,0,0,0,0,0,43,120,1,1,1,1,9
3924,1,1,1,0,14,5,25,9.94,1,10.25,1,111930,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,9,1,1,,0,,,1,,,,1,1,1,,,18,,6,,,1,5
3926,1,1,1,0,16,12,27,11,0,12,0,432678,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6,0,1,1,0,0,0,1,,,,0,0,0,0,0,45,115,1,1,1,1,5
3927,1,1,1,0,16,15,33,12,0,12,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.86901445,7.4218798,3,0,1,1,0,0,0,1,962,1923,1603,0,0,0,0,0,36,124,1,1,1,1,11
3928,1,1,1,0,17,15,33,12,0,14,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.42162227,6.66374332,2,0,1,1,0,0,0,1,615,901,,0,0,1,0,0,42,89,1,1,1,1,10
3929,1,1,1,0,13,13,32,12,0,10,0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.05098945,,5,0,1,,0,,,1,1154,,,1,1,0,,,35,114,1,,,0,13
